smiles,solvent,log_lifetime,source
N#Cc1ccc2[nH]ccc2c1,CC#N,4.4,deep4chem
N#Cc1ccc2cc[nH]c2c1,CC#N,3.8,deep4chem
N#Cc1cccc2cc[nH]c12,CC#N,8.0,deep4chem
N#Cc1cccc2[nH]ccc12,CC(C)O,5.7,deep4chem
N#Cc1ccc2[nH]ccc2c1,CC(C)O,4.6,deep4chem
N#Cc1ccc2cc[nH]c2c1,CC(C)O,3.7,deep4chem
N#Cc1cccc2cc[nH]c12,CC(C)O,9.0,deep4chem
N#Cc1cccc2[nH]ccc12,CCO,5.7,deep4chem
N#Cc1ccc2[nH]ccc2c1,CCO,4.3,deep4chem
N#Cc1ccc2cc[nH]c2c1,CCO,3.7,deep4chem
N#Cc1cccc2cc[nH]c12,CCO,8.7,deep4chem
N#Cc1cccc2[nH]ccc12,CO,5.8,deep4chem
N#Cc1ccc2[nH]ccc2c1,CO,2.9,deep4chem
N#Cc1ccc2cc[nH]c2c1,CO,3.5,deep4chem
N#Cc1cccc2cc[nH]c12,CO,8.2,deep4chem
N#Cc1cccc2[nH]ccc12,NC=O,7.8,deep4chem
N#Cc1ccc2[nH]ccc2c1,NC=O,5.4,deep4chem
N#Cc1ccc2cc[nH]c2c1,NC=O,4.2,deep4chem
N#Cc1cccc2cc[nH]c12,NC=O,15.7,deep4chem
N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,6.3,deep4chem
N#Cc1ccc2[nH]ccc2c1,OCC(F)(F)F,0.1,deep4chem
N#Cc1ccc2cc[nH]c2c1,OCC(F)(F)F,0.8,deep4chem
N#Cc1cccc2cc[nH]c12,OCC(F)(F)F,1.2,deep4chem
N#Cc1ccc2cc[nH]c2c1,[2H]OC([2H])([2H])C(F)(F)F,1.1,deep4chem
N#Cc1cc2ccccc2[nH]1,CS(C)=O,0.4,deep4chem
N#Cc1c[nH]c2ccccc12,CS(C)=O,0.2,deep4chem
N#Cc1cccc2[nH]ccc12,CS(C)=O,7.4,deep4chem
N#Cc1ccc2[nH]ccc2c1,CS(C)=O,7.1,deep4chem
N#Cc1ccc2cc[nH]c2c1,CS(C)=O,4.3,deep4chem
N#Cc1cccc2cc[nH]c12,CS(C)=O,14.5,deep4chem
N#Cc1cccc2[nH]ccc12,[2H]O[2H],9.3,deep4chem
N#Cc1ccc2[nH]ccc2c1,[2H]O[2H],0.4,deep4chem
N#Cc1ccc2cc[nH]c2c1,[2H]O[2H],0.8,deep4chem
N#Cc1cccc2cc[nH]c12,[2H]O[2H],2.3,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,2.76,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClC(Cl)(Cl)Cl,4.1,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCOCCCC,4.15,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,4.45,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCC#N,4.54,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,4.35,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1COC(=O)O1,4.4,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCCCCCCO,4.19,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,4.1,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCO,3.95,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,3.91,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,3.8,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCCO,2.5,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(O)CO,1.95,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(F)(F)F,1.76,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OC(C(F)(F)F)C(F)(F)F,0.94,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OC,4.2,deep4chem
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OCC,4.5625,deep4chem
O=c1c2ccccc2sc2ccccc12,CCCCOC(C)=O,0.16,deep4chem
O=c1c2ccccc2sc2ccccc12,c1ccccc1,0.26,deep4chem
O=c1c2ccccc2sc2ccccc12,C1COCCO1,0.3,deep4chem
O=c1c2ccccc2sc2ccccc12,C1CCOC1,0.19,deep4chem
O=c1c2ccccc2sc2ccccc12,CC(C)=O,0.5,deep4chem
O=c1c2ccccc2sc2ccccc12,CC#N,1.5,deep4chem
O=c1c2ccccc2sc2ccccc12,CC(C)O,3.1,deep4chem
O=c1c2ccccc2sc2ccccc12,CO,4.8,deep4chem
O=c1c2ccccc2sc2ccccc12,OCCO,8.0,deep4chem
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,0.07,deep4chem
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,1.3,deep4chem
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,1.7,deep4chem
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,2.55,deep4chem
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,OCCO,4.6,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,0.064,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,c1ccccc1,0.201,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC#N,0.376,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CO,0.148,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,0.194,deep4chem
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,0.196,deep4chem
Nc1ccccn1,C1CCCCC1,24.2,deep4chem
Nc1ccccn1,CCOCC,10.8,deep4chem
Nc1ccccn1,CCO,5.1,deep4chem
Nc1ccccn1,CC#N,5.0,deep4chem
Nc1cccnc1,C1CCCCC1,26.5,deep4chem
Nc1cccnc1,CCOCC,7.7,deep4chem
Nc1cccnc1,CCO,6.5,deep4chem
Nc1cccnc1,CC#N,4.6,deep4chem
Nc1ccncc1,CCOCC,17.5,deep4chem
Nc1ccncc1,CCO,10.3,deep4chem
Nc1ccncc1,CC#N,3.4,deep4chem
Nc1ccccn1,O,24.4,deep4chem
Nc1cccnc1,O,21.1,deep4chem
Nc1ccncc1,O,2.3,deep4chem
Nc1cccc[nH+]1,O,11.2,deep4chem
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCO,1.5,deep4chem
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCCCCCCC,3.1,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CO,1.3,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCOCC,5.1,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCC,4.5,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCO,2.5,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCCCCCC,5.2,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C1COCCO1,3.2,deep4chem
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,ClC(Cl)Cl,1.5,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,2.82,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,6.83,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,6.6,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,C1CCOC1,2.01,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOC(C)=O,1.49,deep4chem
O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClCCl,0.79,deep4chem
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCCCCC,1.41,deep4chem
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,ClC(Cl)(Cl)Cl,6.23,deep4chem
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,Cc1ccccc1,3.97,deep4chem
Nc1ccc(-c2ccc3c(c2)C(=O)c2ccccc2C3=O)cc1,CCOCC,0.5,deep4chem
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCCCCC,5.51,deep4chem
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,ClC(Cl)(Cl)Cl,8.82,deep4chem
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,Cc1ccccc1,6.79,deep4chem
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOCC,2.81,deep4chem
O=C1c2ccccc2C(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21,CCOC(C)=O,0.15,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,6.89,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,9.25,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,5.75,deep4chem
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCOCC,1.27,deep4chem
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,CCCCCC,7.04,deep4chem
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,ClC(Cl)(Cl)Cl,5.94,deep4chem
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,1.09,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,3.81,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,3.65,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C(C)(C)C,3.39,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,3.98,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,3.73,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,3.37,deep4chem
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,CO,3.9,deep4chem
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,6.42,deep4chem
COc1ccccc1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,5.78,deep4chem
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,C1CCOC1,5.77,deep4chem
COc1cccc(OC)c1C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,6.26,deep4chem
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,C1CCOC1,5.7,deep4chem
COc1cc(OC)c(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)c(OC)c1,CCCCCC,6.35,deep4chem
C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,C1COCCO1,1.32,deep4chem
C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CC#N,2.52,deep4chem
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,C1COCCO1,0.11,deep4chem
CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CC#N,0.18,deep4chem
C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,C1COCCO1,1.24,deep4chem
C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CC#N,1.82,deep4chem
C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,C1COCCO1,0.25,deep4chem
C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CC#N,0.57,deep4chem
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,5.1,deep4chem
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,3.8,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,3.5,deep4chem
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCOC(C)=O,3.5,deep4chem
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,3.4,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCOC(C)=O,3.6,deep4chem
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CS(C)=O,5.6,deep4chem
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CS(C)=O,4.5,deep4chem
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CS(C)=O,4.0,deep4chem
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CS(C)=O,4.0,deep4chem
Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CS(C)=O,3.9,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CS(C)=O,4.3,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,7.34,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,7.07,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,6.5,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,6.7,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CS(C)=O,3.45,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,3.72,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,6.7,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,5.78,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,6.67,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,2.7,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC#N,3.7,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,3.57,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,5.93,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,4.24,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,6.48,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,4.0,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,Cc1ccccc1,3.2,deep4chem
CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,4.41,deep4chem
CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,ClC(Cl)Cl,9.7,deep4chem
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,ClC(Cl)Cl,9.6,deep4chem
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,ClC(Cl)Cl,9.6,deep4chem
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,ClC(Cl)Cl,10.4,deep4chem
CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,CO,7.8,deep4chem
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,CO,8.0,deep4chem
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,CO,8.2,deep4chem
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,CO,8.4,deep4chem
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,O,4.4,deep4chem
COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,O,4.3,deep4chem
COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,O,4.4,deep4chem
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,151.7,deep4chem
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,153.4,deep4chem
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,150.7,deep4chem
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,153.8,deep4chem
C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,8.7,deep4chem
C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,63.8,deep4chem
C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,8.5,deep4chem
C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,63.4,deep4chem
COc1nnc(Cl)nn1,ClCCl,160.0,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O,ClC(Cl)Cl,0.86002868,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4cccs4)ccc(c23)C1=O,ClC(Cl)Cl,1.91614,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)s4)ccc(c23)C1=O,ClC(Cl)Cl,0.014276342,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,3.511448036,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,0.46236,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,ClC(Cl)Cl,5.469160575,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)s4)ccc(c23)C1=O,ClC(Cl)Cl,3.885,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)s4)ccc(c23)C1=O,ClC(Cl)Cl,0.009275904,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cccs5)s4)ccc(c23)C1=O,ClC(Cl)Cl,0.564,deep4chem
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc7c8c(cccc68)C(=O)N(CCCCCC)C7=O)s5)s4)ccc(c23)C1=O,ClC(Cl)Cl,0.53479,deep4chem
COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,C1COCCO1,12.2,deep4chem
Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,C1COCCO1,10.3,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,C1COCCO1,13.3,deep4chem
COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CCOC(C)=O,8.2,deep4chem
Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCOC(C)=O,6.6,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CCOC(C)=O,9.0,deep4chem
c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCC,462.0,deep4chem
Nc1ccc2ccc3cccc4ccc1c2c34,C1CCCCC1,5.6,deep4chem
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CCOC(C)=O,6.9,deep4chem
COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1,CCOC(C)=O,6.3,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CCCCCCC,4.3,deep4chem
Nc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCC,41.8,deep4chem
CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCC,107.6,deep4chem
Clc1nc(Cl)nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)n1,CCCCCCC,122.5,deep4chem
COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CCCCCCC,112.0,deep4chem
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CCCCCCC,101.6,deep4chem
O=c1oc2ccccc2cc1-c1cccc(-c2cc3ccccc3oc2=O)c1,ClC(Cl)Cl,0.4,deep4chem
COc1ccc2cc(-c3cccc(-c4cc5ccc(OC)cc5oc4=O)c3)c(=O)oc2c1,ClC(Cl)Cl,2.5,deep4chem
COc1cc(OC)c2cc(-c3cccc(-c4cc5c(OC)cc(OC)cc5oc4=O)c3)c(=O)oc2c1,ClC(Cl)Cl,2.6,deep4chem
O=c1oc2ccccc2cc1-c1ccc(-c2cc3ccccc3oc2=O)cc1,ClC(Cl)Cl,1.4,deep4chem
COc1ccc2cc(-c3ccc(-c4cc5ccc(OC)cc5oc4=O)cc3)c(=O)oc2c1,ClC(Cl)Cl,1.4,deep4chem
COc1cc(OC)c2cc(-c3ccc(-c4cc5c(OC)cc(OC)cc5oc4=O)cc3)c(=O)oc2c1,ClC(Cl)Cl,1.8,deep4chem
N#CCc1ccccc1-c1cc2ccccc2oc1=O,ClC(Cl)Cl,1.4,deep4chem
COc1ccc2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,2.4,deep4chem
COc1cc(OC)c2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,2.8,deep4chem
CCC(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Cc1ccccc1)CCC3,CCO,25.0,deep4chem
CCC(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Cc1ccccc1)CCC3,ClCCl,16.66667,deep4chem
