"SMI","lambda1 (sTDA, nm)","F1 (sTDA)","lamda1  (TD-DFT, nm)","F1 (TD-DFT)","lambda_max (Exp,  nm)","extinction (Lmol-1cm-1)","solvent"
CCOc1ccccc1C(=O)C(=O)c1ccccc1OCC,318.3,0.00109032,NaN,NaN,476,NaN,EtOAc
c1ccc2c(c1)cccc2,281.9,0.060580829,NaN,NaN,413,NaN,EtOAc
OC1c2ccccc2C=Cc2c1cccc2,279.7,0.360827584,NaN,NaN,423,NaN,EtOAc
c1ccc(cc1)C1=Cc2c(C1)cccc2,298.8,0.702755268,NaN,NaN,380,NaN,EtOAc
O=c1c2ccccc2sc2c1cccc2,304.4,2.40E-06,NaN,NaN,635,NaN,EtOAc
O=c1c2ccccc2oc2c1cccc2,299,1.10E-08,NaN,NaN,633,NaN,EtOAc
O=C(C(=O)c1ccccc1)c1ccccc1,357.1,0.001072786,NaN,NaN,484,NaN,EtOAc
CCC(c1ccc2c(c1)c(=O)c1c(o2)cccc1)(C)C,298.4,1.34E-06,NaN,NaN,642,NaN,EtOAc
CCC(c1c2c(ccc1C(CC)(C)C)oc1c(c2=O)cccc1)(C)C,308,0.086046759,NaN,NaN,654,NaN,EtOAc
O=c1oc2ccccc2cc1C(=O)c1ccccc1,309.5,0.063176229,NaN,NaN,414,NaN,EtOAc
COC(=O)c1ccccc1C(=O)OC,245.8,0.035429455,NaN,NaN,305,NaN,EtOAc
COC(=O)c1cc(ccc1C(=O)OC)C(=O)OC,252.5,0.057192103,NaN,NaN,311,NaN,EtOAc
c1ccc2c(c1)oc1c2cccc1,262.8,0.180597189,NaN,NaN,393,NaN,EtOAc
Clc1ccccc1c1ccccc1,241.9,0.069501002,NaN,NaN,356,NaN,EtOAc
[O-]C(=O)Cc1ccccc1c1ccccc1,NaN,NaN,NaN,NaN,371,NaN,EtOAc
Brc1ccc(cc1)c1ccc(cc1)Br,256.7,0.428735048,NaN,NaN,399,NaN,EtOAc
Brc1ccc2c(c1)Cc1c2ccc(c1)Br,273.3,0.482313206,NaN,NaN,411,NaN,EtOAc
c1ccc(cc1)C#Cc1ccccc1,241.4,0.538199209,NaN,NaN,406,NaN,EtOAc
c1ccc2c(n1)c1ncccc1cc2,286,0.03359618,NaN,NaN,440,NaN,EtOAc
c1ccc2c(c1)cnc1c2cccc1,288.6,0.025668256,NaN,NaN,462,NaN,EtOAc
Brc1ccccc1c1ccc(cc1)c1ccccc1,254.2,0.447193142,NaN,NaN,466,NaN,EtOAc
CCOC(=O)c1ccc2c(c1)cccc2,292.8,0.06198761,NaN,NaN,425,NaN,EtOAc
N#Cc1cc2ccccc2c2c1cccc2,300.3,0.089278241,NaN,NaN,489,NaN,EtOAc
CCOC(=O)c1cccc2c1cccc2,296.1,0.12914125,NaN,NaN,443,NaN,EtOAc
N#Cc1cccc2c1cccc2,293.5,0.130803465,NaN,NaN,443,NaN,EtOAc
c1ccc(cc1)c1ncc(o1)c1ccccc1,292.6,0.973395391,297.9744599,0.886768971,493,NaN,EtOAc
c1ccc2c(c1)c1cccc3c1c2ccc3,336.6,0.00264507,NaN,NaN,394,NaN,EtOAc
Cc1cc(C)c(c(c1)C)Nc1c(cc2c3c1cccc3c(=O)n(c2=O)c1c(C)cc(cc1C)C)[N+](=O)[O-],348.2,0.32166904,NaN,NaN,442,NaN,NaN
CC(c1cccc(c1Nc1c2cccc3c2c(cc1[N+](=O)[O-])c(=O)n(c3=O)c1c(cccc1C(C)C)C(C)C)C(C)C)C,346.6,0.303060736,NaN,NaN,441,NaN,NaN
CNc1c2cccc3c2c(cc1[N+](=O)[O-])c(=O)n(c3=O)C,342.6,0.152073796,NaN,NaN,441,NaN,NaN
[O-][N+](=O)c1cc2c3c(c1NC(C)(C)C)cccc3c(=O)n(c2=O)C(C)(C)C,347.4,0.149425755,NaN,NaN,387,NaN,NaN
N#CCC#N,NaN,NaN,NaN,NaN,380,88990,NaN
O=c1cc[nH]c2c1cccc2,289.6,8.94E-06,NaN,NaN,290,NaN,Dimethylsulfoxide
O=C1CC=NC=C1,NaN,NaN,NaN,NaN,313,NaN,Dimethylsulfoxide
CCOC(=O)c1c[nH]c2c(c1=O)cc(cc2[N+](=O)[O-])F,331.3,0.272140991,NaN,NaN,268,NaN,Dimethylsulfoxide
Brc1nc2cscc2nc1Br,331,0.045926818,NaN,NaN,360,NaN,NaN
CCCCCCC(=O)N,NaN,NaN,NaN,NaN,531,NaN,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CNc2c1[nH]cnc2=O,276.6,0.087445691,NaN,NaN,561,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,413.6,2.377538343,NaN,NaN,385,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1sc(cc1C)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,397.1,2.37346454,NaN,NaN,381,NaN,NaN
OCCC(=C(N(Cc1cnc(nc1N)C)C=O)C)SSCCC,256.3,0.001074089,NaN,NaN,475,69183.09709,NaN
NC1NC(N)C2C(N1)CC[C@@H](C2)CN1CCC2C1CCCC2,NaN,NaN,NaN,NaN,370,NaN,NaN
Cc1ccc(cc1)C(C)(C)C,235.5,0.006618322,NaN,NaN,370,NaN,NaN
CC(c1ccc(cc1)N)C,259.3,0.045385119,NaN,NaN,2000,NaN,NaN
CN(CCn1c(=O)c2c(c1=O)c1c(c(c2)C)[nH]c2c1cc(O)cc2C)C,343.1,0.031129065,NaN,NaN,254,NaN,NaN
c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,298.4,0.537456827,NaN,NaN,299,NaN,NaN
CN1[C@@H]2CC[C@H]1CC(=O)C2,NaN,NaN,NaN,NaN,349,NaN,NaN
COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccsc1C(=O)OC,249.3,0.19291668,NaN,NaN,930,NaN,NaN
CO[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(nc1=O)N)COP(=O)(O)O,241.3,0.114030924,NaN,NaN,471.2,NaN,NaN
O=C1CC=C2C(=C1)Oc1c(C2)c2Cc2cc1,313.6,0.001536591,NaN,NaN,0,NaN,NaN
Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1N)NC(=O)c1ccccc1,453,0.606219794,NaN,NaN,240,NaN,NaN
N[C@@H]1CC(C)(C)Cc2c1nc(o2)c1ccccc1,265.4,0.577525178,NaN,NaN,254,NaN,NaN
C[C@H](CNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1)O,286.5,0.624513474,NaN,NaN,460,NaN,DMF
OC[C@@H](CNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1)O,284.8,0.631140419,NaN,NaN,470,NaN,THF
COC(=O)c1c(C(=O)OC)c2n(c1C)nc(cc2)C,336,0.129622276,NaN,NaN,380.4,NaN,cyclohexane
COC(=O)c1c(C(=O)OC)c2n(c1CC)nc(cc2)c1ccccc1,338.6,0.10769558,NaN,NaN,386,NaN,cyclohexane
COc1cc(OC)cc2c1cc(c1ccccc1)c(=O)o2,301.7,0.760434555,NaN,NaN,348,NaN,chloroform
COc1ccc2c(c1)oc(=O)c(c2)c1cscc1,304.6,0.828463413,322.4388667,0.701493717,372,NaN,chloroform
N=C1Cc2ccccc2OC1=O,282.8,0.003824328,NaN,NaN,366,NaN,chloroform
N=C1C(=O)Oc2c(C1=N)cccc2,NaN,NaN,NaN,NaN,374,NaN,chloroform
CCN(c1ccc2c(c1)[o+]c1c(c2c2ccccc2C(=O)O)ccc(c1)N(CC)CC)CC.[Cl-],NaN,NaN,NaN,NaN,544.5,NaN,EtOH
SCCC(=O)Nc1ccc2c(c1)c(ncn2)Nc1ccccc1,307.5,0.262917712,NaN,NaN,545,NaN,EtOH
O=C1c2ccccc2c2c3c1cccc3ccc2,338.5,0.295116407,NaN,NaN,930,NaN,NaN
[C-]#N,NaN,NaN,NaN,NaN,254,NaN,NaN
CC(C1(C)N=C(NC1=O)c1nc2ccccc2cc1C(=O)O)C,288.5,0.038537049,NaN,NaN,930,NaN,NaN
c1ccc(cc1)B1C=CC(C1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,274,0.095522519,NaN,NaN,560,NaN,NaN
Oc1ccc(cc1C=Nc1nccc(c1)C(=O)O)N=Nc1ccc(cc1)[N+](=O)[O-],440.6,0.001150054,NaN,NaN,448,NaN,Water
Oc1ccc(cc1C=Nc1c(cc(cc1C(C)C)S(=O)(=O)O)C(C)C)N=Nc1ccc(cc1)[N+](=O)[O-],440.3,0.000155496,NaN,NaN,380,NaN,Chloroform
N#CC(=C(c1ccccc1)C=Cc1cc2c3ccccc3n(c2cc1OC)C)C#N,356.9,1.337941657,NaN,NaN,476,NaN,DMSO
N#CC(=Cc1cc2c(cc1OC)n(c1c2cccc1)C)c1nc2c(s1)cccc2,344,1.239460926,NaN,NaN,443,NaN,DMSO
S=C=S,NaN,NaN,NaN,NaN,419,NaN,DCM
COc1ccc2c(c1c1c(OC)ccc3c1ccc(c3)C(C)(C)C)ccc(c2)C(C)(C)C,301.9,0.233030558,NaN,NaN,342,NaN,CH 2 Cl 2 + 0.2 mmol l − 1 Bu 4 NBF
c1cc2cccc3c2c(c1)c1cccc2c1c3ccc2,387.6,0.512903787,NaN,NaN,450,NaN,CH 2 Cl 2 + 0.2 mmol l − 1 Bu 4 NBF
O=C(Cc1cccc2c1cccc2)NC1CC(C)(C)NC(C1)(C)C,290.5,0.092913629,NaN,NaN,160,NaN,NaN
CC[NH+](CCON=C(c1ccc(cc1)C)C)CC.[Cl-],NaN,NaN,NaN,NaN,370,NaN,NaN
CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,288.7,0.335516959,NaN,NaN,550,NaN,NaN
OC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,283.5,0.451393408,NaN,NaN,343,NaN,NaN
OC(=O)C=Cc1ccc(c(c1)O)O,277.8,0.374476214,NaN,NaN,324.5,NaN,NaN
OC(=O)C(C(C(=O)C=Cc1ccc(cc1)O)(C(=O)O)O)O,287.4,0.873426356,NaN,NaN,314.9,NaN,NaN
O=C(O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,278,0.573768866,NaN,NaN,329,NaN,NaN
c1ccc(cc1)c1nc(nnc1c1ccccc1)c1ccc(cc1)c1nnc(c(n1)c1ccccc1)c1ccccc1,398.8,0.029635945,NaN,NaN,276,NaN,NaN
c1ccc2c(c1)oc(n2)c1ccc(cc1)c1nc2c([nH]1)c1ccccc1c1c2cccc1,324.7,1.663106443,NaN,NaN,376,NaN,NaN
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)c1nc2c(o1)cccc2,317.5,1.776014146,NaN,NaN,357,NaN,NaN
c1ccc(cc1)C=Cc1nc2c([nH]1)c1ccccc1c1c2cccc1,313.1,0.471436605,NaN,NaN,367,NaN,NaN
Nc1ccc(cc1)C(=O)c1ccccc1,298.6,0.004084622,NaN,NaN,0,NaN,NaN
O,NaN,NaN,NaN,NaN,330,16982.43652,NaN
CC(=O)CC(c1c(O)oc2c(c1=O)cccc2)c1ccccc1,277.7,0.000205284,NaN,NaN,254,NaN,NaN
O=C1OC(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,351.6,0.24548361,NaN,NaN,403,NaN,NaN
O=C1NC(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,356.6,0.187526909,NaN,NaN,390,NaN,NaN
O=C1N(C)C(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,362.8,0.151081536,NaN,NaN,397,NaN,NaN
Cc1sc2c(c1C1=C(C(=O)NC1=O)c1c(C)sc3c1cccc3)cccc2,356.8,0.183425681,NaN,NaN,403,NaN,NaN
O=C1C(=C(C(=O)N1C)c1c(C)sc2c1cccc2)c1c(C)[nH]c2c1cccc2,375.4,0.178206788,NaN,NaN,447,NaN,NaN
CCCn1c(C)c(c2c1cccc2)C1=C(C(=O)N(C1=O)C)c1c(C)sc2c1cccc2,382.8,0.182365179,NaN,NaN,454,NaN,NaN
COc1ccc2c(c1)ccc(c2)C=Cc1ccnc(n1)c1ccccc1,313.3,1.133093333,NaN,NaN,351,NaN,NaN
CN(c1ccc2c(c1)[s+]c1c(n2)ccc(c1)N(C)C)C.[Cl-],NaN,NaN,NaN,NaN,365,NaN,NaN
CCCCCCCCCCCCCCCCCC(=O)O,NaN,NaN,NaN,NaN,254,NaN,NaN
SC[C@H](C(=O)NCC(=O)O)Cc1ccccc1,231.6,0.000188261,NaN,NaN,365,NaN,NaN
CCCCO,NaN,NaN,NaN,NaN,425,NaN,Butanol
C(CCn1c(=O)c2c(c1c1cccs1)c(=O)n(c2c1cccs1)C(C)CC)CC,419.5,0.672153768,NaN,NaN,549,NaN,NaN
Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C,466.9,1.624566904,NaN,NaN,605,NaN,NaN
C(CCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C(C)CC)CC,446.8,1.092684384,NaN,NaN,568,NaN,NaN
C1CCCNC1,NaN,NaN,NaN,NaN,123,NaN,NaN
Nc1nc(=O)c2c([nH]1)n(C(P(=O)(O)O)(F)F)cn2,249.7,0.0013793,NaN,NaN,397,NaN,CH 2 Cl
O=c1ccc2c([nH]1)cccc2,285.4,0.153235644,NaN,NaN,437,NaN,NaN
c1ccc(cc1)c1ccc2c(c1)cc1c(c2)cccc1,359.6,0.106460252,NaN,NaN,317,NaN,NaN
CC1(C)c2cc3cc4ccccc4cc3cc2c2c1cccc2,363.3,0.131112395,NaN,NaN,338,NaN,NaN
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1o2,377.8,0.137287912,NaN,NaN,352,NaN,NaN
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1s2,388.3,0.100536336,NaN,NaN,344,NaN,NaN
CCCc1ccc2c(c1)c1cc3cc4ccccc4cc3cc1n2CC,403.3,0.121881969,NaN,NaN,360,NaN,NaN
CCOC(=O)c1ccn2c(c1)nc1c2cccc1,341.4,0.167502226,NaN,NaN,248,42213,dichloromethane
CCOC(=O)c1cc2nc3c(n2cc1C)cccc3,346.6,0.170017194,NaN,NaN,253,49202,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cccc1,335.5,0.186890134,NaN,NaN,250,40822,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cccc1,327.6,0.160534339,NaN,NaN,250,55090,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cccc1,337.5,0.179495201,NaN,NaN,256,45612,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cccc1,329.3,0.164349283,NaN,NaN,253,48410,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cc(c(c1)C)C,337.6,0.209489798,NaN,NaN,252,38855,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cc(c(c1)C)C,327.8,0.173007302,NaN,NaN,251,47854,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,339.1,0.185150525,NaN,NaN,228,33071,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,331.5,0.166648946,NaN,NaN,258,46168,dichloromethane
[H],NaN,NaN,NaN,NaN,477,NaN,chloroform
Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.[Cl-],NaN,NaN,NaN,NaN,365,NaN,NaN
Fc1c[nH]c(=O)[nH]c1=O,235.2,0.000932488,NaN,NaN,269,NaN,NaN
CN([C@@H]1C(=O)C(=C(O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)C,NaN,NaN,NaN,NaN,369,NaN,NaN
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,363.6,0.306560918,NaN,NaN,267,NaN,NaN
c1ccc2c(c1)Cc1c2c2Cc3c(c2c2c1c1ccccc1C2)cccc3,278.7,1.23E-05,NaN,NaN,298,49500,N
CCN(c1ccc2c(c1)oc(=O)c(c2)c1nc2c(s1)cccc2)CC,344.4,1.350206129,NaN,NaN,0,NaN,acetonitrile
N#CCc1ccccc1,230.4,0.002793536,NaN,NaN,254,NaN,NaN
O=C1c2ccccc2C(=O)c2c1ccc(c2O)O,350.3,0.160242772,NaN,NaN,429,NaN,NaN
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,385.3,0.270154612,NaN,NaN,482,NaN,NaN
CCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,351.2,0.156579048,NaN,NaN,425,NaN,NaN
Oc1c(OCc2ccccc2)ccc2c1C(=O)c1ccccc1C2=O,350.6,0.182993021,NaN,NaN,423,NaN,NaN
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)ccc2C(=O)c2c1cccc2,360.8,0.002296897,NaN,NaN,375,NaN,NaN
COC(=O)CCCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,348.6,0.132043125,NaN,NaN,424,NaN,NaN
Oc1c(OCc2ccccc2)cc(c2c1C(=O)c1ccccc1C2=O)O,391.7,0.373590927,NaN,NaN,480,NaN,NaN
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)cc(c2C(=O)c2c1cccc2)O,367.6,0.046775985,NaN,NaN,429,NaN,NaN
COC(=O)CCCOc1cc(O)c2c(c1O)C(=O)c1c(C2=O)cccc1,388.9,0.341932751,NaN,NaN,480,NaN,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ccnc2N,254.9,0.193607457,NaN,NaN,1162.790698,NaN,NaN
O=C(Nc1cccc2c1cc1ccccc1c2)Nc1ccccc1,363.9,0.156714603,NaN,NaN,476,NaN,NaN
O=C(Nc1ccc2c(c1)cc1c(c2)cccc1)Nc1ccccc1,360,0.10127117,NaN,NaN,449,NaN,NaN
OCCNc1cccc2c1cccc2,297,0.108447525,NaN,NaN,0,NaN,NaN
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(s1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,348.7,1.576977087,NaN,NaN,385,NaN,MeCN
Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccc(s1)c1nc(c(n1C)c1ccccc1)c1ccccc1,325.2,1.644976751,NaN,NaN,365,NaN,MeCN
c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,281.3,0.615784319,NaN,NaN,312,NaN,MeCN
CCN(S(=O)(=O)c1ccc(cc1[N+](=O)[O-])Cl)c1ccccc1,312.1,0.011772271,NaN,NaN,254,NaN,NaN
OC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,338.1,0.359181002,NaN,NaN,323,NaN,Toluene
OCc1ccc2c3c1ccc1c3c(cc2)ccc1,331.9,0.276261967,NaN,NaN,316,NaN,Toluene
c1cccnc1,NaN,NaN,NaN,NaN,296,NaN,Toluene
CCNN=C(C)C,NaN,NaN,NaN,NaN,100,NaN,NaN
CCOC(=O)c1ccccc1C(=O)OCC,246.8,0.034563724,NaN,NaN,100,NaN,NaN
Clc1ccc(c(c1)Cl)N,267.7,0.056605948,NaN,NaN,100,NaN,NaN
Nc1ccc(c(c1)Cl)Br,270.3,0.051286116,NaN,NaN,100,NaN,NaN
O=C1C=CC(=O)N1,NaN,NaN,NaN,NaN,100,NaN,NaN
C1=CC=CC=CC=C1,NaN,NaN,NaN,NaN,100,NaN,NaN
COc1ccc(cc1C(C)(C)C)O.COc1ccc(c(c1)C(C)(C)C)O,NaN,NaN,NaN,NaN,100,NaN,NaN
CC(c1cccc(c1O)C(C)(C)C)(C)C,243.5,0.031383602,NaN,NaN,100,NaN,NaN
Cc1cccc2c1c(C)c1c(n2)c2ccccc2cc1,341.4,0.149276926,NaN,NaN,100,NaN,NaN
OC(=O)c1cscc1,230.3,0.034051853,NaN,NaN,100,NaN,NaN
C[Si](C(C)(C)C)(O)C,NaN,NaN,NaN,NaN,100,NaN,NaN
OC(=O)CC[C@@H](C(=O)O)NCc1c(cnc(c1O)C)COP(=O)(O)O,246.7,0.114845726,NaN,NaN,591,NaN,NaN
N#CC(=C1C=C(C=Cc2ccc(cc2)N(C)C)OC(=C1)C=Cc1ccc(cc1)N(C)C)C(=O)O,364.7,1.202065398,NaN,NaN,459,NaN,NaN
N#CC(=C1C=C(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)OC(=C1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,376,1.776104153,NaN,NaN,460,NaN,NaN
O=C(c1ccc2c(c1)c(=O)c1c(o2)cccc1)c1ccccc1,301.8,0.004821094,NaN,NaN,315,NaN,MeCN
COc1ccc(c(c1)O)C=Nc1ccccc1,295.4,0.759666345,NaN,NaN,365,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)N(C)C)c(cc1C=Cc1ccc(cc1)N(C)C)OCC(C)CC)CC,362.5,2.295697319,NaN,NaN,419,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)OC)c(cc1C=Cc1ccc(cc1)OC)OCC(C)CC)CC,351.3,2.015994093,NaN,NaN,394,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)C)c(cc1C=Cc1ccc(cc1)C)OCC(C)CC)CC,347.4,1.937144689,NaN,NaN,391,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)Cl)c(cc1C=Cc1ccc(cc1)Cl)OCC(C)CC)CC,364.7,1.919743615,NaN,NaN,396,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)C#N)c(cc1C=Cc1ccc(cc1)C#N)OCC(C)CC)CC,359.5,2.241329488,NaN,NaN,415,NaN,NaN
C(COc1cc(C=Cc2ccc(cc2)[N+](=O)[O-])c(cc1C=Cc1ccc(cc1)[N+](=O)[O-])OCC(C)CC)CC,389.6,2.143121752,NaN,NaN,444,NaN,NaN
Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,256.3,0.022318893,NaN,NaN,278,NaN,NaN
Cn1cnc2c1c(=O)n(c(=O)[nH]2)C,242.9,0.208781766,NaN,NaN,0,NaN,NaN
CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].O.[Na+],NaN,NaN,NaN,NaN,100,NaN,NaN
Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C,248.2,0.073590497,NaN,NaN,1383,NaN,NaN
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,239.5,0.021085842,NaN,NaN,385,NaN,NaN
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,NaN,NaN,NaN,NaN,1682,NaN,NaN
Cc1ccc(c(c1)OC(C(=O)O)(C)C)C,241.1,0.014248649,NaN,NaN,830,NaN,NaN
CC(Cc1ccc(cc1)C(C(=O)O)C)C,236.1,0.018769606,NaN,NaN,1214,NaN,NaN
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,289.9,0.057648567,NaN,NaN,252,NaN,NaN
OCCn1c(C)ncc1[N+](=O)[O-],NaN,NaN,NaN,NaN,720,NaN,NaN
OC(=O)C(Oc1ccc(cc1)Cl)(C)C,244.3,0.017130028,NaN,NaN,601,NaN,NaN
CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,295.5,0.002990371,NaN,NaN,299,NaN,NaN
COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,246.2,0.137207523,NaN,NaN,1536,NaN,NaN
Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1,290.9,0.124543726,NaN,NaN,105,NaN,NaN
OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,248.3,0.043389676,NaN,NaN,1345,NaN,NaN
OC(COc1cccc2c1cccc2)CNC(C)C,294.4,0.095621671,NaN,NaN,1082,NaN,NaN
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,261.4,0.020539561,NaN,NaN,113,NaN,NaN
Cn1cnc2c1c(=O)n(C)c(=O)n2C,247.2,0.217854991,NaN,NaN,0,NaN,NaN
NC(=O)N1c2ccccc2C=Cc2c1cccc2,288.9,0.207841158,NaN,NaN,1378,NaN,NaN
COC1=CC=CC(=CC1)c1ccc(cc1)N(C)C,272.3,0.152118652,NaN,NaN,0,NaN,NaN
c1ccc2c(c1)Cc1c2cccc1,263.2,0.236136232,NaN,NaN,375,NaN,NaN
CN=Cc1cccs1,269.4,0.000979812,NaN,NaN,253,NaN,NaN
CN=Cc1ccc2c(c1)Cc1c2cccc1,282.6,0.658362691,NaN,NaN,305,NaN,NaN
C1(C)c2cc(C=NC)ccc2c2c1cc(C=NC)cc2,300.4,1.029142617,303.0509215,1.097466361,306,NaN,NaN
c1ccc(cc1)CN=Cc1ccc2c(c1)Cc1c2cccc1,284.2,0.764053847,NaN,NaN,307,NaN,NaN
CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,291.2,0.108291643,NaN,NaN,273,NaN,NaN
FC1(F)C(F)(F)C(=C(C1(F)F)c1cc(sc1C#Cc1ccccc1)c1ccccc1)c1cc(sc1C#Cc1ccccc1)c1ccccc1,335.9,0.675628706,NaN,NaN,308,NaN,NaN
Cc1ccc(cc1)c1cc(c(s1)C#Cc1ccccc1)C1=C(c2cc(sc2C#Cc2ccccc2)c2ccc(cc2)C)C(C(C1(F)F)(F)F)(F)F,339.7,0.729716037,NaN,NaN,312,NaN,NaN
O=C(c1ccccc1)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,305.5,0.036550689,NaN,NaN,251,NaN,chloroform
Clc1ccc(cc1)C(=O)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,306.7,0.022977148,NaN,NaN,256,NaN,chloroform
CN(CCC=C1c2ccccc2Sc2c1cc(Cl)cc2)C,280.7,0.091084492,NaN,NaN,620,NaN,NaN
[O-]C(=O)[O-],NaN,NaN,NaN,NaN,100,NaN,NaN
CN(c1ccc(cc1)C=Cc1ccc(c(c1)O)[N+](=O)[O-])C,347.1,1.576737623,NaN,NaN,462,NaN,Cyclohexane
c1ccc(cc1)C=Cc1ccccc1,274.3,0.371644558,NaN,NaN,412,NaN,THF
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],NaN,NaN,NaN,NaN,406,NaN,NaN
OCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,249.2,0.047699045,NaN,NaN,405,NaN,NaN
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],NaN,NaN,NaN,NaN,401,NaN,NaN
CCN1c2cc(sc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C)C,312.5,6.90E-05,NaN,NaN,613,NaN,Toluene
COC(=O)c1c(C)sc2c1N(C)C1(C2(C)C)C=Cc2c(O1)ccc1c2cccc1,325.4,0.227741493,NaN,NaN,564,NaN,Toluene
