Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
119,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,C1COCCO1,506,591,2.6,0.78,4.763427994,NaN,NaN,100,89.2,752.83944,https://doi.org/10.1016/j.dyepig.2018.02.016
120,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,ClCCl,507.6696165,599.7802198,NaN,NaN,NaN,NaN,NaN,100.9,96.3,752.83944,https://doi.org/10.1016/j.dyepig.2018.02.016
121,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCO,508,618,2.4,0.62,4.763427994,NaN,NaN,102.1,110.3,752.83944,https://doi.org/10.1016/j.dyepig.2018.02.016
122,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,507,633,2.5,0.67,4.755874856,NaN,NaN,101.5,119.6,752.83944,https://doi.org/10.1016/j.dyepig.2018.02.016
123,CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CS(C)=O,525.3687316,663.0769231,NaN,NaN,NaN,NaN,NaN,102.4,129.9,752.83944,https://doi.org/10.1016/j.dyepig.2018.02.016
124,ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343,417,3.289,0.55,4.439332694,NaN,NaN,NaN,NaN,529.45446,https://doi.org/10.1016/j.dyepig.2018.02.012
125,ClP1(Cl)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343,455,2.017,0.7,4.760874638,NaN,NaN,NaN,NaN,711.24792,https://doi.org/10.1016/j.dyepig.2018.02.012
126,ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,343,419,3.019,0.76,4.607883744,NaN,NaN,NaN,NaN,711.24792,https://doi.org/10.1016/j.dyepig.2018.02.012
127,c1ccc2c(c1)OP1(=NP3(=NP(Oc4ccc5ccc6cccc7ccc4c5c67)(Oc4ccc5ccc6cccc7ccc4c5c67)=N1)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,ClCCl,343,463,1.228,0.82,4.897077003,NaN,NaN,NaN,NaN,937.82296,https://doi.org/10.1016/j.dyepig.2018.02.012
128,c1ccc2c(c1)OP1(=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=N1)Oc1ccccc1-2,ClCCl,343,457,1.233,0.89,5.189770956,NaN,NaN,NaN,NaN,1188.12236,https://doi.org/10.1016/j.dyepig.2018.02.012
129,c1cc2ccc3ccc(OP4(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=N4)c4ccc(c1)c2c34,ClCCl,343,459,2.496,0.92,5.551498792,NaN,NaN,NaN,NaN,1438.42176,https://doi.org/10.1016/j.dyepig.2018.02.012
130,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,Cc1ccccc1,580,623,3.87,0.57,NaN,NaN,NaN,NaN,74.6,846.95658,https://doi.org/10.1016/j.dyepig.2018.04.054
131,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,615,637,3.36,0.45,NaN,NaN,NaN,NaN,35.5,1169.12156,https://doi.org/10.1016/j.dyepig.2018.04.054
132,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,664,683,0.3544,0.02,4.591621038,NaN,NaN,79.8,41.3,284.40592,http://dx.doi.org/10.1016/j.dyepig.2015.03.004
133,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,655,672,0.3397,0.15,4.819346484,NaN,NaN,70.4,38.2,284.40592,http://dx.doi.org/10.1016/j.dyepig.2015.03.004
134,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,655,680,0.4618,0.09,5.049992857,NaN,NaN,44.7,40.7,284.40592,http://dx.doi.org/10.1016/j.dyepig.2015.03.004
135,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,662,682,0.4731,0.03,4.819346484,NaN,NaN,53.8,44.9,284.40592,http://dx.doi.org/10.1016/j.dyepig.2015.03.004
136,COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,374,479,7.5,0.38,4.37,NaN,NaN,NaN,45.1,300.36004,https://doi.org/10.1016/j.dyepig.2018.04.037
137,C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,438,491,1,0.1,4.35,NaN,NaN,98.2,31.6,412.4948,https://doi.org/10.1016/j.dyepig.2018.04.037
138,O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,357,494,5.5,0.02,4.02,NaN,NaN,NaN,60.5,314.34316,https://doi.org/10.1016/j.dyepig.2018.04.037
139,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,372,501,1.5,0.13,4.29,NaN,NaN,70,48,314.34316,https://doi.org/10.1016/j.dyepig.2018.04.037
140,O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,353,473,2.5,0.38,4.17,NaN,NaN,90.7,42.2,364.40304,https://doi.org/10.1016/j.dyepig.2018.04.037
141,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,362,485,1.5,0.44,3.73,NaN,NaN,NaN,45.2,396.46904,https://doi.org/10.1016/j.dyepig.2018.04.037
142,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,436,500,15.18,0.91,3.982271233,NaN,NaN,71.5,69.7,338.36516,https://doi.org/10.1016/j.dyepig.2016.11.056
143,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,533,615,3.56,0.07,4.008600172,NaN,NaN,112.3,43.6,444.4928,https://doi.org/10.1016/j.dyepig.2016.11.056
144,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,488,597,5.52,0.1,3.982723388,NaN,NaN,103.7,56.8,612.81536,https://doi.org/10.1016/j.dyepig.2016.11.056
145,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,437,509,1.66,0.35,4.033423755,NaN,NaN,72.1,66.3,486.52968,https://doi.org/10.1016/j.dyepig.2016.11.056
146,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,427,465,NaN,0.61,4.08278537,NaN,NaN,62.9,51.9,338.36516,https://doi.org/10.1016/j.dyepig.2016.11.056
147,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,435,483,NaN,0.69,3.977723605,NaN,NaN,67.7,62.1,338.36516,https://doi.org/10.1016/j.dyepig.2016.11.056
148,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,437,490,NaN,0.93,4.004321374,NaN,NaN,69.7,62.6,338.36516,https://doi.org/10.1016/j.dyepig.2016.11.056
149,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,432,485,NaN,0.83,3.977723605,NaN,NaN,68.8,63.8,338.36516,https://doi.org/10.1016/j.dyepig.2016.11.056
150,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,497,594,NaN,0.04,3.994317153,NaN,NaN,NaN,NaN,444.4928,https://doi.org/10.1016/j.dyepig.2016.11.056
151,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517,606,NaN,0.08,4.071882007,NaN,NaN,NaN,NaN,444.4928,https://doi.org/10.1016/j.dyepig.2016.11.056
152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,527,611,NaN,0.1,4.158362492,NaN,NaN,NaN,NaN,444.4928,https://doi.org/10.1016/j.dyepig.2016.11.056
153,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,520,609,NaN,0.07,3.959041392,NaN,NaN,NaN,NaN,444.4928,https://doi.org/10.1016/j.dyepig.2016.11.056
154,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,480,555,NaN,0.06,3.970811611,NaN,NaN,89.2,43,612.81536,https://doi.org/10.1016/j.dyepig.2016.11.056
155,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,Cc1ccccc1,492,573,NaN,0.06,3.925312091,NaN,NaN,94.8,47.6,612.81536,https://doi.org/10.1016/j.dyepig.2016.11.056
156,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,ClCCl,500,587,NaN,0.12,3.964730921,NaN,NaN,97,50.4,612.81536,https://doi.org/10.1016/j.dyepig.2016.11.056
157,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,497,583,NaN,0.07,3.909556029,NaN,NaN,97,50.1,612.81536,https://doi.org/10.1016/j.dyepig.2016.11.056
158,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCCCCC,432,486,NaN,0.59,4.029383778,NaN,NaN,NaN,NaN,486.52968,https://doi.org/10.1016/j.dyepig.2016.11.056
159,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,Cc1ccccc1,437,491,NaN,0.52,4.06069784,NaN,NaN,NaN,NaN,486.52968,https://doi.org/10.1016/j.dyepig.2016.11.056
160,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,ClCCl,439,497,NaN,0.48,4.045322979,NaN,NaN,NaN,NaN,486.52968,https://doi.org/10.1016/j.dyepig.2016.11.056
161,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,C1CCOC1,436,497,NaN,0.36,4.075546961,NaN,NaN,NaN,NaN,486.52968,https://doi.org/10.1016/j.dyepig.2016.11.056
162,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,ClC(Cl)(Cl)Cl,445,460,1.57,0.56,4.76,NaN,NaN,NaN,NaN,588.70432,https://doi.org/10.1016/j.dyepig.2017.09.003
163,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,451,461,1.89,0.72,4.81,NaN,NaN,NaN,NaN,588.70432,https://doi.org/10.1016/j.dyepig.2017.09.003
164,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,414,517,8.862,NaN,NaN,NaN,NaN,NaN,NaN,280.32604,doi:10.1016/j.dyepig.2004.05.011
165,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,394,504,8.649,NaN,NaN,NaN,NaN,NaN,NaN,282.29816,doi:10.1016/j.dyepig.2004.05.011
166,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,NaN,NaN,7.023,NaN,NaN,NaN,NaN,NaN,NaN,280.32604,doi:10.1016/j.dyepig.2004.05.011
167,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,NaN,NaN,8.377,NaN,NaN,NaN,NaN,NaN,NaN,282.29816,doi:10.1016/j.dyepig.2004.05.011
168,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,NaN,NaN,7.023,NaN,NaN,NaN,NaN,NaN,NaN,280.32604,doi:10.1016/j.dyepig.2004.05.011
169,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,NaN,NaN,8.377,NaN,NaN,NaN,NaN,NaN,NaN,282.29816,doi:10.1016/j.dyepig.2004.05.011
170,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,362,500,1.09,NaN,NaN,NaN,NaN,NaN,NaN,636.50068,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
171,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,349,482,1.4,NaN,NaN,NaN,NaN,NaN,NaN,644.56744,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
172,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,506,534,0.92,NaN,NaN,NaN,NaN,NaN,NaN,1290.97082,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
173,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,356,500,1.35,NaN,NaN,NaN,NaN,NaN,NaN,537.47962,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
174,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,353,487,0.84,NaN,NaN,NaN,NaN,NaN,NaN,288.25828,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
175,O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,506,532,1.21,NaN,NaN,NaN,NaN,NaN,NaN,721.41292,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
176,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,350,546,0.52,NaN,NaN,NaN,NaN,NaN,NaN,1171.12028,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
177,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,507,532,1.13,NaN,NaN,NaN,NaN,NaN,NaN,1370.98188,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
178,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,655,690,3.6,NaN,NaN,NaN,NaN,NaN,NaN,526.63208,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
179,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500,530,2,NaN,NaN,NaN,NaN,NaN,NaN,265.35886,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
180,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,494,519,4.1,NaN,NaN,NaN,NaN,NaN,NaN,627.56198,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
181,CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,651,672,1,NaN,NaN,NaN,NaN,NaN,NaN,941.15076,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
182,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,502,510,5.7,NaN,NaN,NaN,NaN,NaN,NaN,389.16492,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
183,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,460,505,2.5,NaN,NaN,NaN,NaN,NaN,NaN,350.44092,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
184,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,558,572,2.8,NaN,NaN,NaN,NaN,NaN,NaN,659.8453,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
185,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,548,562,0.3,0.04,NaN,NaN,NaN,NaN,NaN,615.7459,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
186,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,493,520,4.1,NaN,NaN,NaN,NaN,NaN,NaN,461.33146,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
187,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,780,820,0.52,NaN,NaN,NaN,NaN,NaN,NaN,751.98618,http://www.iss.com/resources/research/technical_notes/K2CH_FLT.html
188,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,350,450,0.4,NaN,NaN,NaN,NaN,NaN,NaN,631.43038,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
189,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,275,350,3,NaN,NaN,NaN,NaN,NaN,NaN,477.4215,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
190,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,280,375,1.05,NaN,NaN,NaN,NaN,NaN,NaN,230.30916,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
191,c1ccc2[nH]ccc2c1,O,290,360,4.49,NaN,NaN,NaN,NaN,NaN,NaN,117.15058,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
192,Nc1ncc2nc[nH]c2n1,O,290,380,11.34,NaN,NaN,NaN,NaN,NaN,NaN,135.1297,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
193,N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,285,300,3.27,NaN,NaN,NaN,NaN,NaN,NaN,181.19034,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
194,Nc1ccccc1C(=O)O,O,290,400,8.6,NaN,NaN,NaN,NaN,NaN,NaN,137.13758,http://www.iss.com/resources/reference/data_tables/FL_LifetimeStandards.html
195,c1ccc2cc3ccccc3cc2c1,CO,355,400,5.1,NaN,NaN,NaN,NaN,NaN,NaN,178.2334,10.1021/ac062160k
196,c1ccc2cc3ccccc3cc2c1,C1CCCCC1,355,400,5.3,NaN,NaN,NaN,NaN,NaN,NaN,178.2334,10.1021/ac062160k
197,N#Cc1c2ccccc2cc2ccccc12,CO,NaN,NaN,16,NaN,NaN,NaN,NaN,NaN,NaN,203.24346,10.1021/ac062160k
198,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,NaN,NaN,12.7,NaN,NaN,NaN,NaN,NaN,NaN,203.24346,10.1021/ac062160k
199,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,NaN,NaN,8.7,NaN,NaN,NaN,NaN,NaN,NaN,330.42892,10.1021/ac062160k
200,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,NaN,NaN,7.5,0.97,NaN,NaN,NaN,NaN,NaN,330.42892,10.1021/ac062160k
201,Cn1c2ccccc2c2ccccc21,C1CCCCC1,NaN,NaN,14.1,NaN,NaN,NaN,NaN,NaN,NaN,181.23734,10.1021/ac062160k
202,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,NaN,NaN,0.089,NaN,NaN,NaN,NaN,NaN,NaN,835.87852,10.1021/ac062160k
203,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,NaN,NaN,0.47,NaN,NaN,NaN,NaN,NaN,NaN,835.87852,10.1021/ac062160k
204,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,NaN,NaN,9.9,NaN,NaN,NaN,NaN,NaN,NaN,532.68432,10.1021/ac062160k
205,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,NaN,NaN,1.17,NaN,NaN,NaN,NaN,NaN,NaN,230.30916,10.1021/ac062160k
206,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,NaN,NaN,0.98,NaN,NaN,NaN,NaN,NaN,NaN,230.30916,10.1021/ac062160k
207,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,NaN,NaN,31.2,NaN,NaN,NaN,NaN,NaN,NaN,301.3651,10.1021/ac062160k
208,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,NaN,NaN,1.74,0.31,NaN,NaN,NaN,NaN,NaN,442.5572,10.1021/ac062160k
209,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,NaN,NaN,2.5,0.7,NaN,NaN,NaN,NaN,NaN,442.5572,10.1021/ac062160k
210,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454,511,5.4,NaN,NaN,NaN,NaN,NaN,NaN,455.41958,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
211,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,458,535,5.7,NaN,NaN,NaN,NaN,NaN,NaN,428.35752,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
212,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589,615,4.2,NaN,NaN,NaN,NaN,NaN,NaN,625.16426,http://www.iss.com/resources/reference/data_tables/LifetimeDataFluorophores.html
213,c1ccc2[nH]ccc2c1,O,270,345,NaN,NaN,3.77815125,NaN,NaN,NaN,NaN,117.15058,http://dx.doi.org/10.1016/j.cplett.2017.07.038
214,N#Cc1cc2ccccc2[nH]1,O,NaN,350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
215,N#Cc1c[nH]c2ccccc12,O,NaN,320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
216,N#Cc1cccc2[nH]ccc12,O,305,405,9.1,NaN,3.903089987,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
217,N#Cc1ccc2[nH]ccc2c1,O,275,390,0.3,NaN,3.740362689,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
218,N#Cc1ccc2cc[nH]c2c1,O,285,375,0.6,NaN,4.017033339,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
219,N#Cc1cccc2cc[nH]c12,O,308,400,2,NaN,3.903089987,NaN,NaN,NaN,NaN,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
220,N#Cc1cc2ccccc2[nH]1,C1CCOC1,NaN,328,2.9,NaN,NaN,NaN,NaN,NaN,57.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
221,N#Cc1c[nH]c2ccccc12,C1CCOC1,NaN,314,3.1,NaN,NaN,NaN,NaN,NaN,64.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
222,N#Cc1cccc2[nH]ccc12,C1CCOC1,NaN,371,5.3,NaN,NaN,NaN,NaN,NaN,68.2,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
223,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,NaN,349,4.4,NaN,NaN,NaN,NaN,NaN,62,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
224,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,NaN,345,3.7,NaN,NaN,NaN,NaN,NaN,66.9,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
225,N#Cc1cccc2cc[nH]c12,C1CCOC1,NaN,368,6.9,NaN,NaN,NaN,NaN,NaN,80.1,142.16064,http://dx.doi.org/10.1016/j.cplett.2017.07.038
